,client_id,confirm,start,step_1,step_2,step_3,conversion,completed_&_confused,completed_linear,variation
41378,8178612,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41379,8178704,1.0,7.0,5.0,6.0,2.0,1,1,0,Test
41380,8178744,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41381,8179401,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41382,8179513,,1.0,,,,0,0,0,Control
41383,8179812,,8.0,6.0,2.0,,0,0,0,Control
41384,8179872,,3.0,2.0,1.0,,0,0,0,Control
41385,8180028,1.0,5.0,3.0,2.0,2.0,1,1,0,Test
41386,8180165,1.0,6.0,6.0,3.0,2.0,1,1,0,Test
41387,8180196,,3.0,,,,0,0,0,Control
41388,8180244,,1.0,,,,0,0,0,Test
41389,8180271,,1.0,,,,0,0,0,Control
41390,8180297,1.0,1.0,2.0,2.0,1.0,1,1,0,Control
41391,8180494,,1.0,1.0,,,0,0,0,Test
41392,8180590,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41393,8180806,1.0,5.0,1.0,1.0,1.0,1,0,0,Control
41394,8180878,,1.0,,,,0,0,0,Control
41395,8180884,,1.0,,,,0,0,0,Control
41396,8181298,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41397,8181732,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
41398,8181803,,1.0,,1.0,1.0,0,0,0,Test
41399,8182003,1.0,2.0,3.0,2.0,2.0,1,1,0,Test
41400,8182204,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41401,8182490,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41402,8182707,1.0,2.0,2.0,2.0,2.0,1,1,0,Test
41403,8182943,,5.0,1.0,,,0,0,0,Test
41404,8183191,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41405,8183731,,1.0,,,,0,0,0,Test
41406,8183780,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41407,8184065,1.0,,1.0,1.0,1.0,0,0,0,Test
41408,8184148,,1.0,1.0,2.0,2.0,0,0,0,Test
41409,8184181,1.0,4.0,3.0,2.0,2.0,1,1,0,Test
41410,8184247,1.0,3.0,3.0,1.0,1.0,1,1,0,Control
41411,8184463,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
41412,8185189,,1.0,1.0,1.0,,0,0,0,Test
41413,8185425,1.0,3.0,2.0,2.0,2.0,1,1,0,Control
41414,8185916,,2.0,1.0,1.0,,0,0,0,Control
41415,8185919,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41416,8186129,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41417,8186151,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
41418,8186274,,1.0,1.0,,,0,0,0,Test
41419,8186750,1.0,4.0,2.0,1.0,1.0,1,1,0,Control
41420,8186786,,1.0,1.0,,,0,0,0,Test
41421,8187091,1.0,3.0,1.0,1.0,1.0,1,0,0,Test
41422,8187143,,3.0,1.0,1.0,,0,0,0,Control
41423,8187299,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41424,8187407,,2.0,2.0,2.0,,0,0,0,Test
41425,8187622,,8.0,4.0,4.0,5.0,0,0,0,Control
41426,8187863,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
41427,8187908,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41428,8187972,,5.0,1.0,2.0,2.0,0,0,0,Control
41429,8188503,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41430,8188592,1.0,4.0,2.0,1.0,1.0,1,1,0,Control
41431,8188609,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41432,8188670,1.0,3.0,3.0,2.0,2.0,1,1,0,Control
41433,8188833,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41434,8188992,1.0,4.0,2.0,1.0,1.0,1,1,0,Control
41435,8189269,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41436,8189521,,1.0,1.0,,,0,0,0,Control
41437,8189543,,1.0,1.0,1.0,1.0,0,0,0,Test
41438,8189577,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41439,8189712,1.0,4.0,2.0,1.0,1.0,1,1,0,Test
41440,8189770,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
41441,8189939,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41442,8190050,,3.0,2.0,3.0,1.0,0,0,0,Control
41443,8190057,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
41444,8190159,4.0,1.0,1.0,1.0,1.0,1,0,0,Test
41445,8190179,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41446,8190214,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41447,8190789,1.0,3.0,2.0,1.0,1.0,1,1,0,Control
41448,8191011,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41449,8191025,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41450,8191168,1.0,1.0,1.0,2.0,2.0,1,1,0,Test
41451,8191330,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
41452,8191449,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41453,8191466,1.0,4.0,3.0,2.0,2.0,1,1,0,Test
41454,8191544,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
41455,8191705,1.0,4.0,1.0,1.0,1.0,1,0,0,Test
41456,8191811,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
41457,8191942,1.0,1.0,2.0,1.0,1.0,1,1,0,Test
41458,8192130,,1.0,,,,0,0,0,Test
41459,8192981,,2.0,1.0,1.0,,0,0,0,Control
41460,8193034,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41461,8193081,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41462,8193148,1.0,2.0,2.0,2.0,3.0,1,1,0,Test
41463,8193155,,3.0,,,,0,0,0,Test
41464,8193841,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41465,8193865,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41466,8194686,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41467,8194847,,1.0,,,,0,0,0,Control
41468,8195227,1.0,3.0,2.0,2.0,1.0,1,1,0,Test
41469,8195239,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41470,8195272,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41471,8196104,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41472,8196373,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41473,8196602,,1.0,1.0,1.0,1.0,0,0,0,Test
41474,8196637,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
41475,8197150,1.0,3.0,3.0,2.0,2.0,1,1,0,Test
41476,8197235,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41477,8197409,,2.0,1.0,1.0,,0,0,0,Test
41478,8197609,,1.0,,,,0,0,0,Control
41479,8198121,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
41480,8198208,,4.0,,,,0,0,0,Test
41481,8198551,1.0,3.0,1.0,1.0,1.0,1,0,0,Control
41482,8198645,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41483,8199471,1.0,2.0,2.0,3.0,1.0,1,1,0,Test
41484,8199666,1.0,1.0,,1.0,,0,0,0,Control
41485,8199837,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
41486,8199978,,3.0,2.0,2.0,1.0,0,0,0,Test
41487,8200065,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41488,8200329,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
41489,8200453,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41490,8200571,,1.0,,,,0,0,0,Test
41491,8200585,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41492,8200722,,6.0,1.0,1.0,,0,0,0,Test
41493,8201398,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41494,8201583,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41495,8201692,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
41496,8201889,,2.0,2.0,2.0,,0,0,0,Control
41497,8201934,,1.0,,,,0,0,0,Test
41498,8202513,1.0,1.0,1.0,3.0,3.0,1,1,0,Control
41499,8203134,1.0,3.0,1.0,1.0,1.0,1,0,0,Control
41500,8203352,,3.0,,,,0,0,0,Control
41501,8203506,3.0,2.0,2.0,2.0,2.0,1,1,0,Test
41502,8203556,,1.0,,,,0,0,0,Test
41503,8203595,,3.0,2.0,2.0,2.0,0,0,0,Test
41504,8203675,,1.0,,,,0,0,0,Control
41505,8203999,1.0,1.0,1.0,2.0,2.0,1,1,0,Test
41506,8204062,,3.0,2.0,3.0,2.0,0,0,0,Control
41507,8204360,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41508,8204504,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41509,8204634,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41510,8204656,1.0,4.0,3.0,2.0,2.0,1,1,0,Test
41511,8204676,3.0,1.0,1.0,1.0,1.0,1,0,0,Control
41512,8204700,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41513,8204753,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41514,8204995,,3.0,,,,0,0,0,Control
41515,8204998,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
41516,8205041,1.0,1.0,1.0,1.0,3.0,1,1,0,Control
41517,8205075,2.0,3.0,2.0,1.0,2.0,1,1,0,Test
41518,8205401,4.0,2.0,2.0,1.0,1.0,1,1,0,Test
41519,8205408,,1.0,1.0,1.0,1.0,0,0,0,Test
41520,8205512,,4.0,3.0,,,0,0,0,Control
41521,8205765,6.0,1.0,1.0,1.0,1.0,1,0,0,Test
41522,8205867,1.0,3.0,2.0,1.0,1.0,1,1,0,Test
41523,8205909,,1.0,1.0,1.0,1.0,0,0,0,Test
41524,8205983,,1.0,1.0,1.0,,0,0,0,Test
41525,8206323,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41526,8206448,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41527,8206767,1.0,8.0,5.0,7.0,7.0,1,1,0,Test
41528,8206815,,10.0,6.0,3.0,2.0,0,0,0,Test
41529,8207265,,1.0,2.0,2.0,2.0,0,0,0,Control
41530,8207278,1.0,6.0,3.0,3.0,3.0,1,1,0,Test
41531,8207383,3.0,1.0,1.0,1.0,1.0,1,0,0,Test
41532,8207419,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41533,8207559,,5.0,3.0,2.0,1.0,0,0,0,Test
41534,8207575,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41535,8207796,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41536,8207810,1.0,2.0,2.0,2.0,2.0,1,1,0,Control
41537,8207876,2.0,4.0,1.0,1.0,1.0,1,0,0,Test
41538,8208182,3.0,1.0,1.0,1.0,1.0,1,0,0,Test
41539,8208371,2.0,3.0,1.0,1.0,1.0,1,0,0,Test
41540,8208413,,1.0,1.0,2.0,2.0,0,0,0,Control
41541,8208678,,1.0,1.0,1.0,,0,0,0,Control
41542,8208998,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41543,8209092,2.0,2.0,2.0,1.0,1.0,1,1,0,Test
41544,8209656,4.0,2.0,3.0,2.0,1.0,1,1,0,Control
41545,8209682,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41546,8209858,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41547,8210027,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41548,8210202,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41549,8210226,1.0,3.0,3.0,2.0,2.0,1,1,0,Test
41550,8210230,,4.0,1.0,,,0,0,0,Control
41551,8210680,1.0,4.0,1.0,1.0,1.0,1,0,0,Control
41552,8210993,,7.0,4.0,2.0,2.0,0,0,0,Test
41553,8211143,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41554,8211160,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41555,8211256,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41556,8211265,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41557,8211406,,6.0,3.0,,,0,0,0,Control
41558,8211474,,3.0,1.0,1.0,1.0,0,0,0,Test
41559,8212469,1.0,3.0,2.0,2.0,1.0,1,1,0,Test
41560,8212601,2.0,1.0,1.0,1.0,1.0,1,0,0,Control
41561,8212752,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41562,8212764,1.0,3.0,1.0,1.0,1.0,1,0,0,Control
41563,8212840,1.0,2.0,2.0,2.0,2.0,1,1,0,Test
41564,8212875,1.0,2.0,2.0,2.0,1.0,1,1,0,Control
41565,8213030,,2.0,,,,0,0,0,Control
41566,8213195,,1.0,,,,0,0,0,Test
41567,8213284,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
41568,8213408,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41569,8213456,2.0,6.0,1.0,1.0,1.0,1,0,0,Test
41570,8213521,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
41571,8213550,1.0,3.0,2.0,1.0,1.0,1,1,0,Test
41572,8213697,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
41573,8213835,4.0,1.0,1.0,1.0,1.0,1,0,0,Test
41574,8213887,,4.0,3.0,3.0,3.0,0,0,0,Control
41575,8213966,,4.0,1.0,,,0,0,0,Test
41576,8214005,,1.0,,,,0,0,0,Control
41577,8214271,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
41578,8214290,3.0,1.0,1.0,1.0,1.0,1,0,0,Test
41579,8214475,,1.0,2.0,1.0,,0,0,0,Control
41580,8214483,,1.0,1.0,,,0,0,0,Test
41581,8214502,,1.0,,,,0,0,0,Control
41582,8214867,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41583,8215341,1.0,3.0,1.0,1.0,1.0,1,0,0,Test
41584,8215559,,1.0,1.0,1.0,1.0,0,0,0,Test
41585,8215625,1.0,5.0,1.0,1.0,1.0,1,0,0,Test
41586,8215989,,2.0,,,,0,0,0,Control
41587,8216174,,1.0,,,,0,0,0,Control
41588,8217726,,2.0,,,,0,0,0,Control
41589,8217859,1.0,2.0,2.0,2.0,1.0,1,1,0,Test
41590,8218056,,1.0,1.0,6.0,6.0,0,0,0,Test
41591,8218129,1.0,4.0,1.0,1.0,1.0,1,0,0,Control
41592,8218468,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41593,8219034,,9.0,2.0,2.0,,0,0,0,Test
41594,8219222,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41595,8219471,1.0,3.0,8.0,4.0,1.0,1,1,0,Test
41596,8219634,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41597,8219637,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41598,8219792,,4.0,3.0,,,0,0,0,Control
41599,8219853,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
41600,8220559,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41601,8220863,1.0,5.0,3.0,2.0,2.0,1,1,0,Control
41602,8220893,,3.0,1.0,1.0,,0,0,0,Control
41603,8220997,1.0,1.0,4.0,2.0,2.0,1,1,0,Control
41604,8221149,1.0,1.0,1.0,1.0,2.0,1,1,0,Test
41605,8221165,,2.0,1.0,1.0,,0,0,0,Test
41606,8221193,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
41607,8221453,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
41608,8221479,2.0,1.0,1.0,1.0,1.0,1,0,0,Control
41609,8221744,1.0,2.0,1.0,3.0,3.0,1,1,0,Control
41610,8221767,2.0,1.0,1.0,1.0,1.0,1,0,0,Control
41611,8221810,,1.0,,,,0,0,0,Control
41612,8221811,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41613,8221841,1.0,5.0,3.0,1.0,1.0,1,1,0,Test
41614,8221962,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41615,8222286,,5.0,4.0,4.0,5.0,0,0,0,Test
41616,8222302,,3.0,3.0,,,0,0,0,Control
41617,8222418,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41618,8222868,,3.0,2.0,,,0,0,0,Test
41619,8222962,,2.0,2.0,1.0,1.0,0,0,0,Control
41620,8222987,,6.0,3.0,2.0,2.0,0,0,0,Test
41621,8223055,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41622,8223495,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41623,8223810,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41624,8223826,,2.0,2.0,,,0,0,0,Test
41625,8223918,3.0,2.0,3.0,4.0,4.0,1,1,0,Test
41626,8224037,1.0,2.0,3.0,3.0,2.0,1,1,0,Test
41627,8224116,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
41628,8224190,,3.0,,,,0,0,0,Control
41629,8224799,1.0,1.0,2.0,1.0,1.0,1,1,0,Control
41630,8225466,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41631,8225502,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41632,8225520,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41633,8225827,1.0,4.0,3.0,1.0,1.0,1,1,0,Test
41634,8225975,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
41635,8226139,1.0,2.0,3.0,2.0,1.0,1,1,0,Control
41636,8226519,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41637,8226609,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41638,8226682,,2.0,,,,0,0,0,Control
41639,8226716,6.0,1.0,1.0,1.0,1.0,1,0,0,Test
41640,8226844,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41641,8227073,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
41642,8227952,1.0,1.0,2.0,2.0,1.0,1,1,0,Test
41643,8228389,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41644,8228558,,1.0,,,,0,0,0,Control
41645,8228852,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41646,8229123,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41647,8229804,2.0,3.0,1.0,1.0,1.0,1,0,0,Test
41648,8229869,,2.0,2.0,2.0,1.0,0,0,0,Control
41649,8229929,1.0,2.0,2.0,2.0,1.0,1,1,0,Control
41650,8230288,,2.0,3.0,1.0,,0,0,0,Control
41651,8230364,3.0,1.0,1.0,1.0,1.0,1,0,0,Test
41652,8230414,4.0,4.0,3.0,1.0,1.0,1,1,0,Test
41653,8230433,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41654,8230834,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41655,8230864,,1.0,,,,0,0,0,Test
41656,8231258,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41657,8231344,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
41658,8231354,,1.0,,,,0,0,0,Control
41659,8231470,,1.0,1.0,,,0,0,0,Control
41660,8231827,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41661,8231864,1.0,4.0,1.0,1.0,1.0,1,0,0,Test
41662,8231898,5.0,1.0,2.0,1.0,1.0,1,1,0,Control
41663,8231925,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41664,8232143,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41665,8232713,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41666,8232740,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41667,8233227,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41668,8233638,,1.0,1.0,,,0,0,0,Test
41669,8234524,1.0,4.0,3.0,2.0,1.0,1,1,0,Control
41670,8234708,3.0,3.0,2.0,1.0,1.0,1,1,0,Control
41671,8234923,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41672,8234949,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
41673,8235049,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41674,8235124,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
41675,8235558,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41676,8235640,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41677,8235834,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
41678,8236198,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
41679,8236848,1.0,2.0,2.0,2.0,2.0,1,1,0,Control
41680,8237052,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41681,8237194,,1.0,,,,0,0,0,Control
41682,8237386,1.0,2.0,1.0,2.0,1.0,1,1,0,Control
41683,8237457,3.0,1.0,1.0,1.0,1.0,1,0,0,Control
41684,8237903,,3.0,1.0,1.0,,0,0,0,Test
41685,8238021,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
41686,8238138,,2.0,1.0,1.0,1.0,0,0,0,Test
41687,8238260,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41688,8238658,1.0,21.0,5.0,4.0,2.0,1,1,0,Control
41689,8238902,4.0,1.0,1.0,1.0,3.0,1,1,0,Control
41690,8239217,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41691,8239508,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41692,8239807,,1.0,,,,0,0,0,Control
41693,8239889,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41694,8239936,2.0,5.0,1.0,1.0,1.0,1,0,0,Test
41695,8240010,,1.0,,,,0,0,0,Test
41696,8240028,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41697,8240214,1.0,1.0,2.0,2.0,1.0,1,1,0,Control
41698,8240359,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41699,8240400,,1.0,1.0,2.0,2.0,0,0,0,Control
41700,8240516,5.0,1.0,1.0,1.0,1.0,1,0,0,Test
41701,8240915,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41702,8240961,,2.0,1.0,1.0,1.0,0,0,0,Control
41703,8241178,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41704,8241291,,2.0,,,,0,0,0,Test
41705,8241574,,2.0,1.0,,,0,0,0,Test
41706,8241606,1.0,5.0,2.0,2.0,1.0,1,1,0,Test
41707,8241833,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41708,8241885,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41709,8241961,4.0,1.0,1.0,1.0,1.0,1,0,0,Test
41710,8241992,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
41711,8242142,1.0,10.0,8.0,3.0,2.0,1,1,0,Test
41712,8242222,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41713,8242392,1.0,3.0,2.0,1.0,1.0,1,1,0,Test
41714,8242900,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41715,8243304,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41716,8243653,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41717,8243850,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41718,8243871,,4.0,1.0,3.0,3.0,0,0,0,Control
41719,8244196,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41720,8244502,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41721,8244532,1.0,1.0,2.0,2.0,1.0,1,1,0,Test
41722,8244716,1.0,4.0,2.0,2.0,2.0,1,1,0,Test
41723,8244744,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41724,8244884,,1.0,,,,0,0,0,Test
41725,8245150,,1.0,1.0,1.0,2.0,0,0,0,Test
41726,8245214,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41727,8245227,1.0,3.0,2.0,1.0,1.0,1,1,0,Control
41728,8245264,1.0,6.0,4.0,3.0,3.0,1,1,0,Test
41729,8245307,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41730,8245704,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
41731,8245786,2.0,3.0,3.0,2.0,2.0,1,1,0,Test
41732,8246277,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41733,8247035,1.0,3.0,2.0,1.0,1.0,1,1,0,Control
41734,8247054,,1.0,,,,0,0,0,Control
41735,8247132,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41736,8247191,,1.0,,,,0,0,0,Test
41737,8247576,1.0,1.0,2.0,2.0,1.0,1,1,0,Test
41738,8247591,1.0,5.0,2.0,2.0,2.0,1,1,0,Test
41739,8248069,,1.0,,,,0,0,0,Control
41740,8248088,,1.0,,,,0,0,0,Test
41741,8248476,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41742,8248501,1.0,,,,1.0,0,0,0,Control
41743,8248690,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41744,8248792,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
41745,8249035,,3.0,1.0,,,0,0,0,Test
41746,8249112,,2.0,1.0,,,0,0,0,Control
41747,8249435,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41748,8249603,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41749,8249646,1.0,3.0,2.0,1.0,1.0,1,1,0,Control
41750,8249927,2.0,6.0,2.0,2.0,1.0,1,1,0,Control
41751,8250114,1.0,,,1.0,2.0,0,0,0,Test
41752,8250493,1.0,2.0,2.0,2.0,2.0,1,1,0,Control
41753,8250635,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41754,8250645,1.0,5.0,3.0,2.0,2.0,1,1,0,Control
41755,8251431,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41756,8251530,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41757,8251595,1.0,3.0,2.0,2.0,2.0,1,1,0,Control
41758,8251687,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41759,8251796,,3.0,,,,0,0,0,Control
41760,8251936,,3.0,,,,0,0,0,Test
41761,8252114,,1.0,1.0,1.0,,0,0,0,Test
41762,8252168,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41763,8252250,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
41764,8252266,1.0,2.0,2.0,2.0,1.0,1,1,0,Control
41765,8252591,,2.0,,,,0,0,0,Test
41766,8253426,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41767,8253457,,4.0,,,,0,0,0,Test
41768,8253552,1.0,4.0,2.0,2.0,2.0,1,1,0,Test
41769,8253604,1.0,3.0,2.0,1.0,1.0,1,1,0,Control
41770,8253607,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41771,8253718,,5.0,1.0,,,0,0,0,Test
41772,8253753,,1.0,,,,0,0,0,Test
41773,8253877,2.0,2.0,2.0,1.0,1.0,1,1,0,Test
41774,8254057,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41775,8254071,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41776,8254183,,2.0,1.0,1.0,,0,0,0,Control
41777,8254224,,2.0,1.0,1.0,,0,0,0,Test
41778,8254254,10.0,1.0,1.0,1.0,1.0,1,0,0,Test
41779,8254513,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
41780,8254556,1.0,2.0,2.0,2.0,2.0,1,1,0,Test
41781,8254601,1.0,2.0,2.0,2.0,1.0,1,1,0,Control
41782,8254744,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41783,8254900,,6.0,3.0,1.0,,0,0,0,Test
41784,8255117,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41785,8255146,,1.0,1.0,1.0,,0,0,0,Test
41786,8255200,1.0,1.0,2.0,2.0,2.0,1,1,0,Control
41787,8255460,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41788,8255545,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
41789,8255655,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
41790,8255751,1.0,1.0,2.0,2.0,1.0,1,1,0,Control
41791,8256199,1.0,,1.0,1.0,1.0,0,0,0,Control
